	Sample_1	Sample_2
WBP1L	3.28023267	3.163072457
WBP2	4.38952448	4.045987329
WBP2NL	0.5303252	0.527182592
WBP4	3.333510161	2.740536044
WDCP	1.811008376	1.848665562
WDFY1	2.909005592	3.435396974
WDFY2	1.621981534	1.476768278
WDFY3	2.096741865	2.317534032
WDFY3-AS1	1.631997744	2.226693958
WDFY3-AS2	0.888167282	0.617180666
WDFY4	0.377593632	2.388362608
WDHD1	1.224356808	1.852240326
WDPCP	0.755121298	0.495756059
WDR1	5.052131432	4.690577581
WDR11	2.519457989	3.085378539
WDR12	2.14257979	1.93483841
WDR13	3.94712824	3.050487534
WDR17	0.779221147	0.220349412
WDR18	4.250530151	3.425589586
WDR19	2.056543802	1.667648797
WDR20	2.254293183	1.976851079
WDR24	2.659661818	2.748968833
WDR25	2.025364744	1.143995001
WDR26	3.143363151	3.594812569
WDR27	2.004838804	1.068885448
WDR3	1.92801177	2.158519429
WDR31	0.904190762	0.985546861
WDR33	2.748492959	2.535359478
WDR35	2.179428596	1.471044187
WDR36	2.238409041	2.711166272
WDR37	2.314302048	2.427429344
WDR38	3.716361241	2.691792368
WDR4	2.224690793	2.347056211
WDR41	2.182626583	2.546797702
WDR43	2.84161804	3.331053641
WDR44	2.62776592	2.640869868
WDR45	3.184562823	2.371410441
WDR45B	4.075377832	4.476311556
WDR46	3.749833258	3.053676206
WDR47	2.447696144	2.720017555
WDR48	2.481014261	2.636595117
WDR5	3.497483765	3.358776266
WDR5-DT	0.251797972	0.141391079
WDR53	2.31046419	2.20466457
WDR54	2.646429582	2.026460007
WDR55	2.9979782	2.945948421
WDR59	2.654287919	2.353160528
WDR5B	2.042868959	1.702938372
WDR5B-DT	3.399824225	3.086758769
WDR6	4.494763252	4.01178173
WDR62	0.989274398	0.887385573
WDR7	1.886179028	2.264595788
WDR70	2.200246211	2.127033787
WDR72	0.150707754	3.566889106
WDR73	2.527442658	2.25952685
WDR74	3.412912913	2.717425639
WDR75	2.991963845	2.894914957
WDR76	1.963283695	1.748080281
WDR77	3.587954951	3.052313584
WDR81	2.073155069	2.378374716
WDR82	4.166557043	4.004176337
WDR83	4.29812095	4.018922736
WDR86	2.302568454	2.946202968
WDR86-AS1	1.302284011	2.287406139
WDR87BP	1.264973175	0.029213641
WDR88	0.950571109	0.987201578
WDR89	1.997411701	2.312707831
WDR90	2.796194255	1.500203442
WDR91	1.978378668	1.739649857
WDR93	0	0.070437904
WDR97	1.08927423	0.309249994
WDSUB1	2.417256506	2.570521993
WDTC1	3.361667594	3.311528903
WEE1	2.685923055	2.510017341
WFDC1	4.966348022	1.197192652
WFDC2	4.824018773	0.286995797
WFDC21P	0.119456448	4.216001543
WFDC3	1.049215627	0
WFDC5	0.848305964	0.535591917
WFIKKN1	1.127004721	0.02986844
WFS1	4.509744343	2.591982398
WHAMM	2.188395249	2.359577511
WHAMMP2	0.407285767	0.182313614
WHAMMP3	0.429924341	0.078257583
WHRN	2.559560775	2.240980378
WIPF1	2.648495122	3.709066878
WIPF2	2.613879568	2.717986489
WIPF3	2.438976258	0.397300587
WIPI1	2.904243795	3.462816821
WIPI2	3.17049339	3.135511224
WIZ	3.095745818	2.444345168
WLS	4.994554579	2.091789983
WNK1	3.008774402	3.028372757
WNK2	1.917003816	2.401758563
WNK3	0.511950168	0
WNK4	0.829592735	0
WNT10A	2.241235739	2.409818201
WNT10B	0.728633435	0.374994079
WNT11	1.484136748	1.07639554
WNT16	0.594279068	0.044323587
WNT2	0.413252925	1.984675898
WNT2B	1.47979477	0.614524317
WNT3	0.032164814	0.271614248
WNT3A	0.089006641	0.048194362
WNT4	1.954110869	0.300055067
WNT5A	1.176157186	3.176183251
WNT5A-AS1	0.443263522	2.162422242
WNT5B	3.338101395	0.443539259
WNT6	1.366175515	0.229651173
WNT7A	1.359491884	0
WNT7B	2.14578316	1.553349227
WNT9A	1.12787141	3.096800826
WRAP53	2.163647015	1.997195388
WRAP73	2.252569131	2.071544469
WRN	1.911972719	1.931698031
WRNIP1	3.808286503	3.449138604
WSB1	3.743760631	3.924539677
WSB2	3.459368724	3.92704425
WSCD1	0.530082964	0.204243221
WSCD2	0.852201272	2.125175448
WT1	0.380443304	0
WTAP	3.247392561	3.659768202
WTAPP1	1.129190206	0.920244912
WTIP	2.194970912	0.829912859
WWC1	1.420616565	1.885576434
WWC2	2.027419378	1.722692931
WWC2-AS2	1.025534049	0.1270957
WWC3	3.009055368	2.223092936
WWOX	1.10275381	0.971606171
WWP1	3.008123195	3.086302858
WWP2	2.508654703	2.850764646
WWTR1	4.325754691	2.383833604
WWTR1-AS1	2.801203077	1.696271046
XAB2	4.047458893	3.267381185
XAF1	4.015105531	4.161936513
XBP1	4.388653899	4.750633455
XCL1	0.519915814	1.419376624
XCR1	0	0.673316285
XDH	1.49791289	1.191814958
XG	1.189254962	0.365094562
XIAP	2.561185339	2.896892007
XIST	0	3.130740995
XK	1.670005656	0.158320729
XKR6	0.158688824	0.81135778
XKR8	1.950198687	2.068234197
XKR9	0	0.398238461
XKRX	0.153078115	0.300809555
XPA	3.075272297	2.714171185
XPC	3.189696409	3.274530476
XPC-AS1	2.558218727	2.756037706
XPNPEP1	2.814996162	3.313665153
XPNPEP2	1.220427599	0.207302721
XPNPEP3	1.574971854	1.572017616
XPO1	2.725911797	3.127913734
XPO4	1.921591762	2.200837925
XPO5	2.321519719	2.682545347
XPO6	3.350763324	3.609764213
XPO7	3.164485333	3.378686703
XPOT	3.143037517	3.493139063
XPR1	2.666692931	2.799408347
XRCC1	3.152853598	3.059471443
XRCC2	1.21385022	1.2643957
XRCC3	2.99400611	2.09110336
XRCC4	1.792182087	2.3780971
XRCC5	4.448391679	4.75241908
XRCC6	5.193870374	5.209926798
XRN1	2.041668107	2.682206909
XRN2	3.657557585	4.161304325
XRRA1	2.553198014	2.242528561
XXYLT1	2.479168855	2.251119096
XYLB	1.143540659	1.342603558
XYLT1	0.301802752	0.077037707
XYLT2	3.335376536	2.850769338
YAE1	2.596700114	1.641019271
YAF2	1.798925562	1.446478327
YAP1	4.178966995	3.749768554
YARS1	2.531275644	3.113438591
YARS2	2.88042324	2.799315214
YBEY	3.06114319	2.24657288
YBX1	6.864997838	6.310243768
YBX1P1	2.331792363	2.719732943
YBX1P10	2.398938909	2.201783173
YBX2	0.393245231	0
YBX3	4.753076206	4.111789983
YDJC	4.005550557	3.757260307
YEATS2	2.508322662	2.734328021
YEATS2-AS1	1.708174248	2.177438659
YEATS4	2.808255188	3.04927465
YES1	2.8877139	3.291107066
YES1P1	0.966009038	0.374537785
YIF1A	4.503979518	3.524257722
YIF1B	3.537840405	3.573478993
YIPF1	3.640780929	3.530201299
YIPF2	4.733053133	4.088159405
YIPF3	4.502774633	4.053250922
YIPF4	2.71805288	2.486809746
YIPF5	3.451377423	3.535769511
YIPF6	2.87091333	2.644584226
YJEFN3	1.691909607	0.64177795
YJU2	3.509663335	3.18414932
YKT6	3.547910989	3.149099258
YLPM1	2.05016831	2.146780638
YME1L1	3.548436709	3.830107897
YOD1	1.52727977	2.590918115
YPEL1	2.39331825	1.769278635
YPEL2	2.591992199	2.075739375
YPEL3	4.580151953	3.626948739
YPEL4	0.295593966	1.331324726
YPEL5	4.604455837	4.220481597
YRDC	3.554088208	3.655891044
YTHDC1	2.306703406	2.671471182
YTHDC2	2.080413003	2.211804512
YTHDF1	3.608944548	3.855087105
YTHDF2	3.58148536	3.9852669
YTHDF3	3.123299225	3.339131384
YTHDF3-DT	1.079137424	0.973881565
YWHAB	4.298011444	4.471505385
YWHAE	3.786553822	4.844708555
YWHAG	4.626256924	5.033556328
YWHAH	5.180081466	4.86039341
YWHAQ	5.609941288	5.429630358
YWHAZ	5.33922671	5.241553136
YY1	3.58272482	3.379325013
YY1AP1	2.733582684	2.987802921
YY2	0.09646202	0.676427406
ZACN	4.225015315	3.62458942
ZAP70	1.624917443	2.499626354
ZBED2	0	0.660312241
ZBED3	2.111002754	2.206751221
ZBED3-AS1	0.092841404	0.375568876
ZBED4	1.969928474	2.441835388
ZBED5	2.761681561	2.801296957
ZBED5-AS1	1.621958613	1.778543629
ZBED6	0.064884551	0.153518752
ZBP1	0.558576552	1.159855761
ZBTB1	2.622123001	3.163216917
ZBTB10	2.25884571	1.810154526
ZBTB11	2.193636001	2.40399416
ZBTB11-AS1	2.029305583	2.340226179
ZBTB14	2.473926388	2.545072144
ZBTB16	2.139562756	0.711176841
ZBTB17	3.125529349	2.95370074
ZBTB18	1.935320512	2.373322075
ZBTB2	2.515239055	2.740342775
ZBTB20	0.211278075	0.16179444
ZBTB21	1.510395014	1.897576742
ZBTB22	0.477091252	0.359333877
ZBTB24	1.875811917	2.273425941
ZBTB25	1.885645368	1.716126098
ZBTB26	2.095129417	1.374747618
ZBTB3	1.618382994	1.596764594
ZBTB32	0.476814168	0.78306234
ZBTB33	2.070524247	2.906359111
ZBTB34	1.532716407	2.528305228
ZBTB37	0.918089289	1.291213581
ZBTB38	2.633572566	2.476974297
ZBTB39	1.243994234	1.849596477
ZBTB4	1.340208863	1.340896344
ZBTB40	3.37820221	2.291468696
ZBTB41	1.799238996	2.209704288
ZBTB42	1.458935397	2.248847634
ZBTB43	1.49966998	2.300376887
ZBTB44	2.100094615	2.459610331
ZBTB44-DT	0.642930144	0.290975074
ZBTB45	2.961332467	2.945016946
ZBTB45P1	0.56882194	0
ZBTB46	1.908991319	1.463084177
ZBTB47	4.039585758	2.454650671
ZBTB48	2.490646975	2.464557258
ZBTB49	1.894215805	1.608208363
ZBTB5	2.219875655	2.359758942
ZBTB6	1.830818992	2.467287896
ZBTB7A	3.58999325	3.56523809
ZBTB7B	3.597795939	3.816614528
ZBTB7C	0.659861501	0.87528762
ZBTB8A	1.601510153	0.641223787
ZBTB8B	0.010809244	0
ZBTB8OS	2.341715287	2.45812338
ZC2HC1A	2.780501857	2.3451904
ZC2HC1C	1.158866518	0.812152476
ZC3H10	1.357026049	1.245981674
ZC3H12A	3.482295131	2.884440581
ZC3H12B	0.928923843	0
ZC3H12C	1.224874779	1.903690473
ZC3H12D	0.18943264	2.009613848
ZC3H13	2.920538539	2.622341163
ZC3H14	1.970747772	1.807202227
ZC3H15	3.688524635	3.876849242
ZC3H18	2.741100261	2.609349003
ZC3H3	3.634310362	2.518464338
ZC3H4	2.696308913	2.639841646
ZC3H6	1.274300834	1.509098396
ZC3H7A	2.832205796	2.719382321
ZC3H7B	3.265512248	2.952295426
ZC3H8	1.271836042	1.406996896
ZC3HAV1	2.529430116	2.829403829
ZC3HAV1L	1.675763487	2.144610182
ZC3HC1	2.70124324	2.651186694
ZC4H2	1.850709412	1.475748606
ZCCHC10	2.44382477	2.571200053
ZCCHC14	2.808144592	2.460558858
ZCCHC17	3.529330025	3.397082665
ZCCHC18	0.822881054	0.362561272
ZCCHC2	1.60132228	2.924621263
ZCCHC24	4.468685531	1.975806622
ZCCHC3	3.374975439	2.939136009
ZCCHC4	1.847292865	1.774311886
ZCCHC7	2.504843422	2.314667805
ZCCHC8	2.052209571	2.153994218
ZCCHC9	2.478831876	2.555694314
ZCRB1	2.529030479	2.252162962
ZCWPW1	1.791962283	1.405171239
ZCWPW2	1.205353256	1.411024469
ZDHHC1	3.406018414	0.561947185
ZDHHC11	1.919285542	0.774789173
ZDHHC11B	1.144139652	1.052885996
ZDHHC12	3.65744211	3.794984863
ZDHHC13	2.085059728	2.25960504
ZDHHC14	1.737819607	1.296828154
ZDHHC15	0.961371196	0.021458188
ZDHHC16	3.62132609	3.228455185
ZDHHC17	2.646985116	2.42183008
ZDHHC18	2.844446848	2.854399465
ZDHHC19	0	0.51276424
ZDHHC2	2.215799735	3.023740844
ZDHHC20	3.478476072	4.098328098
ZDHHC21	2.298344258	2.385537771
ZDHHC23	0.766004347	1.441927084
ZDHHC24	2.88836626	2.471707057
ZDHHC3	2.062506337	2.290846625
ZDHHC4	3.277946966	3.146272621
ZDHHC5	3.481832298	3.874408984
ZDHHC6	2.472678153	2.678363337
ZDHHC7	3.685725986	3.91842715
ZDHHC8	3.446132258	3.01264485
ZDHHC9	2.518496057	2.778478759
ZEB1	3.153767877	1.653267638
ZEB1-AS1	1.329980149	0.747197496
ZEB2	2.116953931	2.811920887
ZEB2-AS1	0.58771984	1.480263209
ZER1	4.125259118	3.400395368
ZFAND1	2.806554967	2.928105256
ZFAND2A	2.980551534	2.617784437
ZFAND2A-DT	1.685449291	1.010985452
ZFAND2B	3.047725719	2.525152579
ZFAND3	4.160362987	3.885743064
ZFAND4	1.160795559	1.731942343
ZFAND5	4.694817222	4.944378808
ZFAND6	3.452492659	3.419954773
ZFAS1	1.79970845	1.65519293
ZFAT	1.364625887	0.831356872
ZFAT-AS1	1.023189376	0.882867879
ZFC3H1	2.542324624	2.711535423
ZFHX2	0.566701905	0.370001136
ZFHX2-AS1	0.712762879	0.056422347
ZFHX3	1.476100813	1.834581663
ZFHX4	0.034584138	0.330710375
ZFP1	0.616924246	0.512220789
ZFP14	1.48304313	1.179067227
ZFP2	1.185969275	0.202439261
ZFP28	1.235500454	0.733365925
ZFP3	1.333996361	1.869883425
ZFP30	1.481857822	0.996218748
ZFP36	7.015988282	6.673503905
ZFP36L1	5.099933131	5.319230317
ZFP36L2	5.302612325	6.030826593
ZFP37	1.067607261	0.883544117
ZFP41	1.678766068	0.981999881
ZFP62	2.342065401	2.563682747
ZFP64	2.053831518	1.863533595
ZFP69	2.032885147	1.638843051
ZFP69B	0.924901957	1.246713101
ZFP82	0.991405781	0.515388924
ZFP90	2.406777043	2.319727876
ZFP91	3.271444507	3.302258322
ZFP92	0.528804127	0.617775869
ZFPL1	3.753142925	3.281009929
ZFPM1	2.72946935	2.447787307
ZFPM2	1.337924504	0.299920162
ZFPM2-AS1	0.549117474	1.651307454
ZFR	3.238973093	3.377311438
ZFX	2.379396717	2.600698578
ZFY	1.970331018	0
ZFY-AS1	1.833459657	0
ZFYVE1	2.824515276	2.47652423
ZFYVE16	2.062900284	2.711862544
ZFYVE19	2.930699627	2.711566818
ZFYVE21	3.313327457	2.339864601
ZFYVE26	1.714932962	2.525099049
ZFYVE27	2.945769497	2.778815458
ZFYVE28	1.544343426	1.837160478
ZFYVE9	2.37334545	1.881164133
ZG16B	0.983723138	0.746754751
ZGLP1	1.589353353	0.948602744
ZGPAT	1.738474281	1.802142497
ZGRF1	1.243088644	0.846950436
ZHX1	2.66289549	2.886984376
ZHX2	2.525136887	2.059648194
ZHX3	2.806046157	1.632392329
ZIC2	1.334314225	0.431489356
ZIC5	0.308008948	0.276779379
ZIK1	1.505325085	1.877463898
ZKSCAN1	2.816377606	2.888074501
ZKSCAN2	1.324206036	1.267439635
ZKSCAN2-DT	0.851422011	0.825133791
ZKSCAN3	1.519583386	1.646301019
ZKSCAN4	1.17657104	1.721568823
ZKSCAN5	1.870288684	1.822582846
ZKSCAN7	0	0.572886685
ZKSCAN8	2.711706771	2.371984254
ZMAT1	1.871065795	1.339438122
ZMAT2	4.239548668	4.297760768
ZMAT3	2.317059946	2.29551221
ZMAT5	2.707259659	2.011132572
ZMIZ1	3.595374115	3.707725927
ZMIZ1-AS1	0.90543924	2.51545744
ZMIZ2	3.835959458	3.415375035
ZMPSTE24	4.023894288	3.317504957
ZMYM1	1.845514003	2.208242547
ZMYM2	2.721273856	2.887829739
ZMYM3	2.674772869	2.524599192
ZMYM4	3.099455489	2.806416608
ZMYM4-AS1	1.31754147	2.049995887
ZMYM5	2.319357124	2.225469456
ZMYM6	1.796430221	1.687555511
ZMYND10	0.855052839	0.705108186
ZMYND11	4.110352364	3.449168266
ZMYND12	1.232440817	0.240039938
ZMYND15	1.968791974	2.604298539
ZMYND19	3.489565324	3.208718944
ZMYND8	3.012116029	3.086211768
ZNF10	2.172059889	1.053882438
ZNF100	0.021040536	0.402958994
ZNF101	1.36410099	1.566187143
ZNF106	2.910143164	2.745967518
ZNF107	1.372293675	1.588115498
ZNF112	1.071802705	1.432871994
ZNF114	0.499394868	0.219455648
ZNF117	1.366245164	2.051217111
ZNF12	2.648267804	2.541916625
ZNF121	2.621701015	2.739171279
ZNF124	0.640971889	1.571077745
ZNF131	1.999596589	2.138493186
ZNF132	1.217640926	1.222470856
ZNF132-DT	0	0.02701539
ZNF133	2.423014893	1.855981294
ZNF133-AS1	2.082727837	2.901461735
ZNF134	2.287059421	2.460275115
ZNF135	3.578146372	2.398178623
ZNF136	1.315044282	1.849549888
ZNF137P	1.321503192	1.037676199
ZNF138	1.509139823	1.598316473
ZNF14	1.209890282	1.546373022
ZNF140	2.097359244	2.209484029
ZNF141	1.480124959	1.143288771
ZNF142	2.282976794	1.779452487
ZNF143	2.250058006	2.093407846
ZNF146	3.428200076	3.670610617
ZNF148	2.043870783	2.199673071
ZNF154	1.652403396	0.547065008
ZNF155	1.844919833	1.821420376
ZNF16	1.592123229	1.172935249
ZNF160	2.176691604	1.922971062
ZNF165	1.356947507	1.644363115
ZNF169	0.349103846	1.010418488
ZNF17	1.603283855	1.113938656
ZNF174	2.078992746	1.868235124
ZNF175	1.19238734	1.161602124
ZNF18	2.117122384	2.29197491
ZNF180	1.734255839	1.798600055
ZNF181	1.403912986	1.481495169
ZNF182	1.968827687	1.73817164
ZNF184	1.847537161	2.099660011
ZNF185	2.507379722	2.580536911
ZNF189	2.387691994	2.843985707
ZNF19	0.75785984	0.228382532
ZNF195	1.888328016	1.969085434
ZNF197	0.627050465	0.585339797
ZNF2	1.795929129	1.04764507
ZNF20	0.342548253	0.478685742
ZNF200	1.184460184	1.851006545
ZNF202	1.875982715	1.90471926
ZNF204P	2.479635906	1.961445444
ZNF205	3.450699954	2.653624738
ZNF207	2.918671119	2.949461771
ZNF208	0.518348301	0.048498587
ZNF211	2.374980741	1.941089758
ZNF212	2.695799622	2.228158385
ZNF213	2.318104069	1.804145155
ZNF213-AS1	1.20264975	1.148184601
ZNF214	0.69309784	1.234532125
ZNF215	0.763098868	1.373614939
ZNF217	2.583212806	2.909297503
ZNF219	3.576300905	3.363310252
ZNF22	3.56710286	3.509364461
ZNF22-AS1	1.560296326	1.072394537
ZNF221	0.414249131	1.085192524
ZNF222	0.569038712	1.796246078
ZNF223	0.351562163	0.706994146
ZNF224	2.114135913	2.000485945
ZNF225	0.84930747	1.150558812
ZNF226	1.699690669	1.788306146
ZNF227	1.446006092	1.609039362
ZNF229	0.607956429	0.817176148
ZNF23	0.07377628	0.201602463
ZNF230	0.735641517	1.230657038
ZNF230-DT	1.603653609	1.525692212
ZNF232	2.310893964	1.814106884
ZNF232-AS1	0.643791995	0.74485154
ZNF233	1.097447327	1.051630942
ZNF234	1.233244518	1.501323317
ZNF235	1.308576522	1.364703001
ZNF236	1.490484017	1.27733058
ZNF236-DT	1.562095255	1.407120319
ZNF239	2.372687909	1.080320235
ZNF24	2.934687245	3.165645755
ZNF248	2.190219876	1.686896739
ZNF25	2.45495934	2.148882624
ZNF250	1.417656176	1.102168474
ZNF251	0.770522857	0.532809836
ZNF252P	1.929187291	1.948103028
ZNF252P-AS1	0.688695235	0.494682668
ZNF253	1.171880712	1.840174242
ZNF254	1.291709983	1.703085313
ZNF256	1.362625199	2.067327636
ZNF257	0.466005388	0.434277113
ZNF26	1.024133088	0.871200531
ZNF260	2.022610282	2.341779988
ZNF263	2.470110756	2.439342658
ZNF264	1.909949389	1.864606307
ZNF266	2.727948542	2.459955916
ZNF267	1.379657311	2.474481484
ZNF268	1.13369557	1.391861439
ZNF271P	2.276353301	2.050380071
ZNF273	1.6591669	1.299424827
ZNF274	2.121817513	2.096329305
ZNF275	2.282150505	2.129197465
ZNF276	2.865150562	2.605560806
ZNF277	2.180030448	2.271907138
ZNF28	1.406254171	2.143154474
ZNF280C	1.251468033	1.49883946
ZNF280D	2.097532584	1.619937573
ZNF281	1.905975002	2.770012757
ZNF282	3.55850365	3.103618275
ZNF283	0.973137471	1.360178724
ZNF284	0.625039424	0.721535903
ZNF285	0.583373781	0.296182889
ZNF286A	1.09261204	1.066597319
ZNF286B	0.760026192	0.055910401
ZNF287	1.189147421	0.966146818
ZNF292	2.126406509	2.417942997
ZNF295-AS1	0.03787965	0.385923668
ZNF296	2.084464862	3.104679216
ZNF3	2.798829468	2.479583378
ZNF30	1.581201312	1.820246208
ZNF300	2.05371747	1.573412276
ZNF300P1	2.26708766	0.536254757
ZNF302	2.972421864	2.410722173
ZNF304	1.980212921	1.72592595
ZNF311	0.233835355	0
ZNF316	3.366987423	3.134222937
ZNF317	2.522839603	2.658487637
ZNF318	1.881260888	2.290557346
ZNF319	2.326028396	2.351823959
ZNF32	3.983821392	3.663427392
ZNF32-AS1	3.869330593	3.226840894
ZNF32-AS2	2.678234131	2.467081566
ZNF320	1.85307884	2.087879922
ZNF321P	1.087113715	1.526446076
ZNF322	1.308673518	1.781978039
ZNF324	1.524853168	1.565894433
ZNF324B	1.517230599	1.475401838
ZNF326	2.068942329	2.038282906
ZNF329	1.584731201	1.974777874
ZNF330	3.330180041	3.437161691
ZNF331	1.827379873	2.207114675
ZNF333	1.779587324	1.76551954
ZNF334	1.198648072	1.135167105
ZNF335	2.603594829	2.310306945
ZNF337	3.094763097	2.27983115
ZNF337-AS1	2.771942016	2.087130089
ZNF33A	2.467298438	2.359412334
ZNF33B	1.887880107	1.917484712
ZNF34	2.433822108	1.699476731
ZNF341	1.767325654	1.368034401
ZNF343	1.828707553	1.230039582
ZNF345	1.477936484	1.304124226
ZNF346	1.979076166	1.447470065
ZNF347	1.543227292	0.938014004
ZNF35	0.488304936	1.136172234
ZNF350	1.462271063	1.433110284
ZNF350-AS1	0.875561483	0.255611363
ZNF354A	2.815508136	1.849068848
ZNF354B	2.219019117	1.952785797
ZNF354C	1.387591823	0.603423275
ZNF358	5.330397567	4.14646247
ZNF362	4.277813956	2.978872906
ZNF365	0.988366942	0.798757649
ZNF366	0.298795116	0.799161743
ZNF367	1.648297231	1.942767402
ZNF37A	1.33263732	1.486272043
ZNF37BP	1.860197138	1.449195456
ZNF382	0.704348148	0.349390658
ZNF383	1.495532482	1.305163186
ZNF384	3.311650289	2.925574886
ZNF385A	3.890286332	5.478826203
ZNF385B	2.306131316	0
ZNF385C	0.969427511	0.570060653
ZNF385D	0.676913509	0.10471378
ZNF391	1.340179078	0.638838934
ZNF394	2.25658102	1.976676309
ZNF395	2.462331465	3.221615439
ZNF396	0.626759276	0.428699472
ZNF397	2.328679507	1.894956755
ZNF398	1.780496796	2.042663781
ZNF404	1.89154755	1.455026385
ZNF407	1.424856464	1.202951273
ZNF407-AS1	1.522165833	1.681589404
ZNF408	2.69912526	2.225517336
ZNF41	1.769734644	1.600020554
ZNF410	0.44348398	0.327231352
ZNF414	3.559389057	2.681608692
ZNF415	2.085183237	1.638646625
ZNF416	1.641748987	1.771971506
ZNF417	1.3214198	1.511325585
ZNF418	1.015815484	1.322807755
ZNF419	1.081820752	1.121234708
ZNF420	1.755859766	1.614908202
ZNF423	1.582924571	0.728249711
ZNF425	1.33908417	0.569212836
ZNF426	1.811365858	1.917300219
ZNF426-DT	1.925004348	1.775568041
ZNF428	4.834056772	3.736677216
ZNF429	1.216683713	0.918076155
ZNF43	0.669482517	0.437252119
ZNF430	1.091965187	1.74031986
ZNF431	1.311982162	1.566368407
ZNF432	1.930609728	2.309493116
ZNF433	1.65540206	1.248569254
ZNF433-AS1	1.364054864	1.005371549
ZNF436	0	0.762486938
ZNF436-AS1	0.548168914	0.79617521
ZNF438	2.141994588	2.819813313
ZNF439	1.272823618	1.236396694
ZNF44	1.418025093	1.496423187
ZNF440	1.569295048	2.356993737
ZNF441	1.392535736	1.535832864
ZNF442	0.396250666	0.220494699
ZNF443	1.077549716	1.268423089
ZNF444	3.239448395	2.168512442
ZNF445	1.436145883	1.250120458
ZNF446	2.373879345	1.860872098
ZNF449	1.378259937	1.603156103
ZNF45	1.486411818	2.030783457
ZNF45-AS1	0	0.077692151
ZNF451	1.813407229	1.972883468
ZNF451-AS1	1.983242626	1.621485752
ZNF454	0.741965904	0
ZNF460	0.588237534	1.046185044
ZNF460-AS1	0	0.087796279
ZNF461	1.451312741	0.971109687
ZNF462	1.470573481	0.581532915
ZNF467	2.375901385	2.333471592
ZNF468	1.617707912	2.641202641
ZNF469	1.232478714	0.765062962
ZNF470	0.838225593	0.231156599
ZNF470-DT	0.327524159	0
ZNF471	1.361409488	0.615945189
ZNF473	1.512418439	1.428834445
ZNF48	2.870970467	2.931001191
ZNF480	1.749183344	2.204094646
ZNF483	1.388845921	0.322347362
ZNF484	1.51365193	1.662807967
ZNF485	1.479263396	1.590428176
ZNF486	1.662992495	0.883508103
ZNF487	1.060833183	0.65021474
ZNF488	2.134892904	0
ZNF490	0.899222727	0.566609607
ZNF491	0.946548208	0.950466341
ZNF492	0.152041295	0
ZNF493	0.585313604	1.138803142
ZNF496	2.428990451	2.402563737
ZNF497	1.763134038	1.510763535
ZNF497-AS1	0.772851644	0.28504697
ZNF500	2.072853952	1.935576605
ZNF503	3.202005052	2.075606926
ZNF503-AS1	1.101506317	0
ZNF503-AS2	1.264318033	0.80519709
ZNF506	1.827752612	1.119373077
ZNF507	1.69639006	1.66347306
ZNF510	1.840827573	1.480458974
ZNF511	2.848717168	2.154749871
ZNF512	2.824119296	2.255428586
ZNF512B	2.915598148	2.808136635
ZNF513	3.914611699	3.287575847
ZNF514	1.959048647	1.493408197
ZNF516	2.670066675	2.424599629
ZNF516-AS1	1.432546837	1.2896379
ZNF517	2.537198175	1.391148543
ZNF518A	2.16862754	2.557088675
ZNF518B	1.854938335	1.78283433
ZNF519	0.589894423	0.487228723
ZNF521	1.14755732	0.761103167
ZNF524	4.016050712	3.649857489
ZNF525	0.832423131	1.317797718
ZNF526	2.130292004	1.725644475
ZNF527	1.212432001	1.247691021
ZNF528	1.350885745	1.634592611
ZNF528-AS1	0.864863057	0.988998063
ZNF529	1.572766222	1.56463326
ZNF529-AS1	0.941325948	1.499336149
ZNF530	0.990561614	0.992743709
ZNF532	3.15115517	1.576601015
ZNF536	2.067960076	0.016939247
ZNF540	0.777651227	0.647431415
ZNF541	0.058186096	0
ZNF542P	2.565868435	1.845362274
